id,name,type,age,spectralClass,luminosity,absoluteMagnitude,solarMasses,solarRadius,surfaceTemperature,rotationalPeriod,updateTime
d09c567385,V816 Herculis,M (Red dwarf) Star,2662,M1,V,8.360275,0.425781,0.580108652767793,3365,1.7892028984375001,2020-09-06 22:01:53
fb87a5e0ab,HU Delphinus A,M (Red dwarf) Star,10744,M7,V,10.572159,0.238281,0.40869134723220707,2409,1.5206681008333331,2020-09-08 08:35:54
68d9233420,HU Delphinus B,T (Brown dwarf) Star,10744,T4,V,16.382782,0.058594,0.16061400431344355,1009,0.6670681101967593,2020-09-07 17:28:11
49decee819,Marcov's Point,Y (Brown dwarf) Star,8790,Y4,V,22.854355,0.027344,0.06173705823148814,366,0.2345233626388889,2020-09-03 10:08:46
ccad71cf21,Guangul,G (White-Yellow) Star,1456,G2,Vab,4.835052,1.15625,0.9953002099209202,5785,4.3495143709259265,2020-07-14 15:17:07
f23cd8a391,Zeessze,K (Yellow-Orange) Star,3128,K1,V,5.880524,0.804688,0.7899779956865565,4985,2.5757049066203703,2020-09-08 12:57:30
7f1a4518ca,Gl 53 B,M (Red dwarf) Star,7832,M4,V,9.159149,0.34375,0.514160126527678,2973,1.781939637013889,2020-09-08 12:57:30
bebe4a56df,V388 Cassiopeiae A,M (Red dwarf) Star,10524,M6,V,10.02446,0.269531,0.44970701941049607,2605,1.8525422158796296,2020-09-07 20:01:52
f1304e7184,V388 Cassiopeiae B,L (Brown dwarf) Star,10524,L1,V,12.197906,0.160156,0.3042907375988497,1921,0.9599508858680554,2020-09-07 20:01:53
3f3f21dc3e,V388 Cassiopeiae C,L (Brown dwarf) Star,10524,L8,V,14.067688,0.105469,0.24642942343637672,1388,1.0631812028703704,2020-09-07 20:01:53
9bd065934c,44 chi Draconis,F (White) Star,5480,F5,V,4.123352,1.238281,1.121643019410496,6742,3.9991096852199073,2020-08-26 03:28:55
de01f659aa,Hyroks,K (Yellow-Orange) Star,4460,K6,Va,6.411819,0.710938,0.874481184759166,4293,4.14456589193287,2020-09-04 21:26:15
1840455cb0,Vega,A (Blue-White) Star,796,A,V,0.705475,3.191406,2.0854185132997842,11977,0.8698432117708332,2020-09-04 13:31:07
81c5f8cb2d,Vega 2,Y (Brown dwarf) Star,796,Y3,V,20.915604,0.019531,0.08877563191948239,453,0.9023183057986112,2020-09-04 13:31:07
3ca9ce8416,Core Sys Sector OI-T b3-6 A,M (Red dwarf) Star,12912,M6,Va,9.862976,0.28125,0.4615172969086988,2670,2.246978460625,2020-09-08 02:47:21
cd5b8104d2,Core Sys Sector OI-T b3-6 B,L (Brown dwarf) Star,12912,L5,V,13.058899,0.148438,0.2995605118619698,1588,0.9751254716203704,2020-09-08 14:44:00
62db8a9f46,LHS 495 A,M (Red dwarf) Star,6320,M3,V,8.804825,0.378906,0.5355224155283969,3161,1.6890590229282407,2020-09-08 14:25:20
8d4053aacf,LHS 495 B,L (Brown dwarf) Star,6320,L7,V,13.8078,0.109375,0.24966429906542056,1464,0.8283524250231482,2020-09-07 20:18:36
1b4a78f01f,G 203-47,M (Red dwarf) Star,6724,M3,V,12.51091,0.371094,0.5377807275341481,3102,1.7787374661226851,2020-09-06 16:39:28
7f33745e54,Korwei,K (Yellow-Orange) Star,7742,K7,Va,7.283493,0.613281,0.664642300503235,4029,3.0994607191435186,2020-08-25 18:53:17
7d3a555e77,Iota Persei,F (White) Star,4104,F4,V,4.053391,1.28125,1.1711730381020848,6751,5.893118687789352,2020-07-24 12:14:16
f628ff8619,Iota Persei 6,Y (Brown dwarf) Star,4104,Y2,V,20.650345,0.019531,0.0862426685837527,541,0.15805935252314815,2020-07-24 12:14:16
6e7ab0c79b,Miquich,M (Red dwarf) Star,9242,M5,V,9.719482,0.296875,0.47003173544212795,2733,1.777359724351852,2020-09-08 16:13:29
322f5e15e2,V374 Pegasi A,M (Red dwarf) Star,7680,M4,V,12.351791,0.34375,0.5127258087706685,2993,2.515824151111111,2020-08-24 22:58:07
9f55788e04,V374 Pegasi B,M (Red dwarf) Star,7680,M7,Va,10.212067,0.273438,0.48760983465132995,2397,2.484810530289352,2020-08-24 22:58:07
f30c1e1e0d,Ross 860 A,M (Red dwarf) Star,10864,M7,V,9.743271,0.246094,0.42462154996405466,2406,1.8984247730324073,2020-08-18 18:30:39
8f3e9636f4,Ross 860 B,T (Brown dwarf) Star,10864,T1,V,15.158203,0.078125,0.1927490093457944,1221,0.8854184348842593,2020-08-18 18:30:39
93029dbd97,WISE 0350-5658,Y (Brown dwarf) Star,10474,Y5,V,24.099884,0.019531,0.05239867721063983,298,0.18868630553240742,2020-07-25 10:12:54
0f448c0f22,Delta Pavonis,G (White-Yellow) Star,9384,G5,IV,4.710846,0.839844,0.9560240862688714,5588,2.838930600150463,2020-09-06 22:40:06
d653710321,Rigga A,K (Yellow-Orange giant) Star,7642,K2,IV,13.337296,0.667969,0.8574828583752696,4779,2.8323270136574075,2020-09-07 23:57:33
a13612df6f,Rigga B,M (Red dwarf) Star,7642,M4,Va,9.186142,0.371094,0.5508422487419123,2856,2.1580074860300926,2020-09-07 23:57:36
9d0f17e5ac,Rigga C,M (Red dwarf) Star,7642,M9,VI,11.388245,0.191406,0.3497314277498203,2159,1.3483704601273148,2020-09-07 23:57:36
5f3dae0f10,82 Eridani,G (White-Yellow) Star,11336,G5,V,5.443542,0.902344,0.9205932077641984,5524,3.7571152304282407,2020-08-29 15:27:08
13837ed0ed,G 202-48,M (Red dwarf) Star,12010,M6,V,11.153687,0.265625,0.4298095528396837,2583,1.4775891249074073,2020-08-17 15:18:24
4b2087d8a5,Lorana A,M (Red dwarf) Star,9580,M4,V,9.385315,0.316406,0.4962157872034508,2873,1.6270821373379627,2020-09-08 16:06:07
bc73ebf5f8,Lorana B,L (Brown dwarf) Star,9580,L4,V,13.003448,0.125,0.28430173400431347,1651,1.1184866881597222,2020-09-07 23:50:18
6f1a216ab5,Lorana C,M (Red dwarf) Star,9580,M5,Va,9.600311,0.289063,0.5000304816678648,2725,1.8038466916203701,2020-09-07 03:47:38
46cb002b00,Lorana D,L (Brown dwarf) Star,9580,L5,V,12.934296,0.144531,0.3132934349388929,1598,1.0576926829976852,2020-09-07 03:47:38
b88ca7c210,LHS 3549 A,M (Red dwarf) Star,9754,M6,V,10.119797,0.28125,0.44375607764198416,2565,2.1454691166203705,2020-08-31 11:31:35
a357f7fe8e,LHS 3549 B,M (Red dwarf) Star,9754,M9,VI,11.700439,0.167969,0.3363036894320633,2049,1.0866455637037036,2020-08-31 11:31:35
bab57b62a5,LHS 3549 C,L (Brown dwarf) Star,9754,L7,V,13.579437,0.113281,0.27963254061826026,1458,0.9512710219444445,2020-08-31 11:31:35
c3046964c5,Ross 318,M (Red dwarf) Star,9688,M4,V,10.506699,0.3125,0.49362178576563626,2859,1.8265705997800925,2020-09-05 19:13:37
06b0f5bec1,LP 404-33 A,M (Red dwarf) Star,10672,M7,V,10.562836,0.242188,0.41162103810208484,2405,1.8663209772916667,2020-09-08 16:58:20
4aa2f9e7d0,LP 404-33 B,L (Brown dwarf) Star,10672,L9,V,14.308197,0.109375,0.2373962214234364,1338,0.9091357093518517,2020-09-08 16:58:20
0ece18000e,LP 944-020,M (Red dwarf) Star,10732,M,V,15.708649,0.066406,0.18649289432063265,1092,0.566667934849537,2020-09-03 14:09:47
3c0c949f8d,LHS 3405,M (Red dwarf) Star,9602,M5,V,9.713913,0.300781,0.4856872580877067,2692,2.6325344572800926,2020-09-06 21:38:23
d6e74666e1,Gliese 1230 B,M (Red dwarf) Star,570,M1,V,8.172516,0.445313,0.604248063263839,3442,2.6807026320949072,2020-09-07 22:46:15
91e880f2ac,Ross 775 A,M (Red dwarf) Star,9322,M4,V,11.293243,0.316406,0.4957885377426312,2858,2.0744547597453704,2020-09-08 13:03:44
94e411a87a,Ross 775 B,T (Brown dwarf) Star,9322,T0,V,14.254288,0.101563,0.26303098202731845,1287,0.8652938429166667,2020-09-08 13:03:44
1c44fcede6,Ross 775 C,M (Red dwarf) Star,9322,M7,Va,10.084366,0.273438,0.4754028123652049,2500,2.1581097859375,2020-09-08 13:03:44
c37b5a47a7,Ross 775 D,M (Red dwarf) Star,9322,M6,Va,10.257492,0.265625,0.4255981135873472,2539,1.4795237137268518,2020-09-08 13:03:44
5d9dd6a24c,Ross 775 E,T (Brown dwarf) Star,9322,T1,V,15.148849,0.082031,0.19842528253055355,1206,0.7159381860763889,2020-09-08 13:03:44
3ee7f27325,Charick Drift A,White Dwarf (DC) Star,7800,null,VII,19.835159,1.433594,0.0007934569554277498,6461,0.9336407967592594,2020-09-08 13:03:34
0bea2032a8,Charick Drift B,K (Yellow-Orange) Star,7800,K1,Va,5.638214,0.773438,0.9267882789360172,4983,3.2067444206944447,2020-09-08 13:03:36
4c7df53f20,Acihaut,M (Red dwarf) Star,5296,M2,V,8.557465,0.390625,0.5552062573687995,3287,1.962051637986111,2020-09-05 12:02:11
3a937321dc,Anlave,G (White-Yellow) Star,688,G9,V,5.730865,0.855469,0.8189696736161035,5244,2.765411541319444,2020-09-03 04:15:21
5cd5f2a072,LHS 71 A,K (Yellow-Orange) Star,4814,K3,V,6.583984,0.714844,0.8244323565780014,4608,3.382222660358796,2020-09-02 21:32:10
c012dd9d8f,LHS 71 B,M (Red dwarf) Star,4814,M4,Va,9.128906,0.324219,0.5132446182602445,2998,2.708818800787037,2020-09-02 21:32:10
161d411c7d,Rasmussen *,K (Yellow-Orange) Star,11334,K6,V,null,0.625,0.7323105248023005,4211,null,2017-04-04 12:39:47
69c16059a6,G 181-6 A,K (Yellow-Orange) Star,5522,K9,V,8.256302,0.515625,0.6721800833932423,3781,2.5618030300925927,2020-08-10 14:27:18
0f2aa8171d,G 181-6 B,M (Red dwarf) Star,5522,M0,Va,7.998825,0.441406,0.5772094205607476,3667,1.9452623078356481,2020-08-10 14:27:18
322c609200,Core Sys Sector TO-R a4-0,T (Brown dwarf) Star,8620,T3,V,15.30069,0.078125,0.2200012192667146,1106,0.7716017449305556,2020-07-04 02:30:19
d9cfbc843c,KX Librae,K (Yellow-Orange) Star,6798,K4,V,6.975998,0.648438,0.7714843421998562,4494,3.121325985081018,2020-09-08 02:57:06
3615e941f8,Gliese 570 B,M (Red dwarf) Star,10806,M1,V,9.235428,0.421875,0.5787658030194105,3409,2.6975614126041667,2020-09-08 02:57:07
2c416dc4ee,Wolf 359,M (Red dwarf) Star,10064,M6,V,10.203293,0.269531,0.435333245147376,2541,1.412329893287037,2020-09-08 05:07:53
1a3539c86b,Ross 128,M (Red dwarf) Star,10100,M6,V,13.551895,0.269531,0.4349670050323508,2535,1.7020234585185183,2020-08-30 20:58:45
f1934901a1,LHS 449,M (Red dwarf) Star,10606,M6,V,11.17012,0.265625,0.43386837670740475,2588,1.5465736474305554,2020-09-08 01:16:29
9bec94d743,Gamma Leporis A,F (White) Star,1320,F3,V,3.945923,1.296875,1.1867675053918045,6965,4.975408191967593,2020-09-07 11:56:11
e84709ba84,Gamma Leporis B,K (Yellow-Orange) Star,1320,K8,Va,7.25975,0.542969,0.728301964054637,3870,2.3952039780092593,2020-09-07 11:56:12
d37471a634,G 14-6 A,K (Yellow-Orange) Star,7164,K9,V,8.48735,0.515625,0.6678466714593817,3762,3.1687095225925925,2020-09-08 05:12:45
1595f994bd,G 14-6 B,M (Red dwarf) Star,7164,M4,Va,8.995209,0.320313,0.5393371099928109,3016,1.8046463011342595,2020-09-08 05:12:47
0905252626,LHS 1827,M (Red dwarf) Star,9758,M3,V,9.437851,0.398438,0.5581054435657801,3186,2.230416985787037,2020-09-08 15:23:39
969e0e856a,L 668-21 B,T (Brown dwarf) Star,9742,T8,V,17.866745,0.0625,0.1358337311286844,779,0.5655568717361111,2020-09-08 15:23:41
d5cfcce68c,Nang Ta-khian,K (Yellow-Orange) Star,9552,K3,V,6.591492,0.726563,0.8128356117900791,4688,3.3246803585069444,2020-09-07 15:42:16
b22b1289d0,Wolf 46 A,M (Red dwarf) Star,6228,M3,V,9.663208,0.367188,0.5406799137311287,3086,1.682057080775463,2020-09-08 12:41:17
2e539eac55,Wolf 46 B,T (Brown dwarf) Star,6228,T3,V,15.39389,0.082031,0.21267699209202012,1101,0.9461921916550926,2020-09-08 12:42:28
f71e4a7c17,Beta Hydri,G (White-Yellow) Star,5480,G,V,3.557114,1.460938,1.261047350107836,7221,2.6076283429513887,2020-09-03 23:55:34
6244c5c5f5,EI Cancri,M (Red dwarf) Star,8038,M3,V,8.929703,0.351563,0.5299682185478073,3088,1.8798835731365742,2020-09-07 22:22:29
bc46dd5add,LHS 2077,M (Red dwarf) Star,6162,M2,V,8.528214,0.390625,0.5591125118619698,3297,2.142047374907407,2020-09-07 22:21:25
7bbe3617a2,Yin Sector GW-W c1-26,K (Yellow-Orange) Star,12987,K8,Va,7.289597,0.636719,0.6909484169662113,3946,2.614706531168981,2020-08-17 01:29:21
2e8132b3a4,LHS 115,M (Red dwarf) Star,8804,M4,V,10.371292,0.324219,0.4976196002875629,2926,1.673557619085648,2020-08-31 12:36:05
d9b5ac0cbf,Gliese 22 B,M (Red dwarf) Star,10778,M7,V,10.661667,0.242188,0.4082946484543494,2361,1.7886591469444446,2020-08-31 12:36:05
7af9dfcef3,Gliese 22 C,M (Red dwarf) Star,11024,M8,V,10.898621,0.222656,0.3882751171818835,2292,1.310313787002315,2020-08-31 12:36:05
f49ca5e3d3,Sigma Draconis A,G (White-Yellow) Star,344,G,V,5.957367,0.792969,0.8717345679367362,4959,3.6128009130902776,2020-09-08 13:45:26
fc469f9398,Sigma Draconis B,K (Yellow-Orange) Star,344,K9,Va,7.317932,0.578125,0.7296447677929547,3815,2.9992550918171297,2020-09-08 13:45:39
d8dfb71934,LHS 54,M (Red dwarf) Star,2710,M6,V,11.856308,0.265625,0.44854733572969085,2563,2.519993188912037,2020-09-07 23:01:46
395521deaf,LP 30-55 A,M (Red dwarf) Star,6496,M2,V,8.508194,0.390625,0.5680236491732567,3286,2.9665682501967594,2020-09-08 01:07:22
01bd0b37c4,LP 30-55 B,L (Brown dwarf) Star,6496,L6,V,13.035477,0.136719,0.3078307749820273,1575,1.399857564085648,2020-09-08 01:07:22
c2df8f2b30,LHS 203 A,M (Red dwarf) Star,4266,M5,V,10.555435,0.324219,0.5057983033788641,2802,1.9482660482407408,2020-09-07 22:00:17
1605fefb5f,LHS 203 B,L (Brown dwarf) Star,4266,L3,V,12.391159,0.160156,0.3279113386053199,1770,1.2804524144444445,2020-09-07 22:00:20
e929463515,Procyon,F (White) Star,1864,F6,IV,2.743896,1.417969,2.047973498202732,7594,4.765251232175926,2020-09-08 08:21:29
933a35e9c3,Procyon B,White Dwarf (DQ) Star,7736,null,VII,8.710739,0.597656,0.012329101365923795,21283,0.5549723741203704,2020-09-08 08:21:29
aeda492dc8,Ministry,T (Brown dwarf) Star,3534,T5,V,16.241776,0.089844,0.17449949676491733,999,0.6424769262847222,2020-08-29 20:16:29
2c4b270199,Seediansi,T Tauri Star,50,TTS7,VI,17.155121,0.042969,0.14932250179726816,876,0.6975296801851851,2020-08-03 19:17:34
50054abae3,41 G. Arae,G (White-Yellow) Star,5624,G,V,5.85582,0.820313,0.7899779956865565,5097,2.722255590011574,2020-09-08 14:38:23
0a19037a4d,Gliese 666 B,M (Red dwarf) Star,7634,M5,V,9.635269,0.308594,0.48251339180445724,2750,1.894112395162037,2020-09-08 14:38:34
ff1c448bae,Ross 104 A,M (Red dwarf) Star,7470,M4,V,11.006714,0.355469,0.5181579410496046,2995,1.9359357476273147,2020-08-29 15:56:45
5521ece0fc,Ross 104 B,M (Red dwarf) Star,7470,M6,Va,10.167725,0.273438,0.44955440402588065,2522,1.9033834628240742,2020-08-29 15:56:45
f8678d0532,Ross 104 C,L (Brown dwarf) Star,7470,L7,V,13.876328,0.113281,0.2376708785046729,1477,1.145025083599537,2020-08-29 15:56:45
66c59028b0,Ross 104 D,L (Brown dwarf) Star,7470,L2,V,12.522659,0.132813,0.29977415959741194,1796,0.9065528054166666,2020-08-29 15:56:45
b92be7bce3,Ross 104 E,T (Brown dwarf) Star,7470,T0,V,14.868546,0.082031,0.21286008914450036,1242,0.7315503351851852,2020-08-29 15:56:45
09ca65d0ee,LHS 3262,M (Red dwarf) Star,11782,M8,V,10.746704,0.226563,0.4001159453630482,2338,1.5323395159722222,2020-08-29 13:41:11
30663a93cd,LHS 1951,M (Red dwarf) Star,3464,M1,V,8.308792,0.414063,0.576568592379583,3415,2.1312892424537035,2020-08-20 21:24:54
a21ee7c088,GJ 1103 B,M (Red dwarf) Star,10652,M7,V,10.598862,0.234375,0.4029540762041697,2411,1.7134702479629629,2020-08-20 21:24:54
933b9cc3e1,LP 734-32,M (Red dwarf) Star,1638,M1,V,8.200714,0.433594,0.5914001207764198,3457,2.5682926286805556,2020-09-03 03:15:15
aedf6147f1,Lalande 29917,M (Red dwarf) Star,8576,M0,V,8.584122,0.484375,0.6376952638389648,3676,2.2643334374305555,2020-09-07 22:39:44
3f58a32a00,Gliese 617 B,M (Red dwarf) Star,9114,M4,V,10.654358,0.332031,0.5098571732566499,2979,2.167477604664352,2020-09-07 22:39:50
1e812fab44,LHS 337 A,M (Red dwarf) Star,9320,M5,V,9.711014,0.304688,0.4798278763479511,2711,2.461362226076389,2020-09-08 15:47:42
354b1c08c8,LHS 337 B,L (Brown dwarf) Star,9320,L8,V,13.778671,0.117188,0.28231810208483105,1386,1.0375395545833332,2020-09-08 15:47:43
b96f22639d,V1201 Orionis,White Dwarf (DA) Star,11404,null,VII,16.025375,0.914063,0.007141112868439972,5189,1.2175630230787038,2020-08-29 05:03:47
bf6bdb627a,Wolf 287,K (Yellow-Orange) Star,11232,K,V,9.799576,0.367188,0.5244750769230769,3087,1.8523771430439815,2020-09-04 06:52:14
68aced1678,Pyredi,T (Brown dwarf) Star,10164,T5,V,16.556931,0.0625,0.1662597498202732,952,0.7038357468518518,2020-07-22 04:23:49
e5b445e015,LHS 3595 A,M (Red dwarf) Star,8200,M2,V,9.407089,0.398438,0.5652465276779296,3263,2.3287162202083334,2020-09-02 17:20:31
236744deb9,LHS 3595 B,M (Red dwarf) Star,8200,M9,VI,11.632355,0.195313,0.35775756146657084,2018,1.4354491921527777,2020-09-02 17:20:31
d5d68ec48e,LHS 3595 C,M (Red dwarf) Star,8200,M7,Va,10.581955,0.238281,0.40682982602444284,2410,1.5051993880439816,2020-09-02 17:20:31
ad71a6dd8d,LHS 3595 D,M (Red dwarf) Star,8200,M7,Va,10.791794,0.226563,0.38912961610352265,2348,1.674373457951389,2020-09-02 17:20:31
751ec02ba4,LHS 3595 E,L (Brown dwarf) Star,8200,L3,V,12.72728,0.125,0.29711912580877065,1721,1.0710306636574074,2020-09-02 17:20:31
309a06ee40,Terravor A,K (Yellow-Orange) Star,10496,K6,V,6.932892,0.613281,0.7290038475916607,4169,2.690846902164352,2020-09-08 01:39:49
99a09be37b,Terravor B,M (Red dwarf) Star,10496,M2,Va,8.445648,0.371094,0.5787963076923077,3304,2.2738941147916667,2020-09-08 01:39:49
727839bdcf,UGPS 0722-05,T (Brown dwarf) Star,5730,T7,V,17.195663,0.085938,0.15136717757009346,861,0.4928542372800926,2020-08-07 00:20:24
a2a8da7deb,WISE 0713-2917,Y (Brown dwarf) Star,8112,Y4,V,22.42363,0.03125,0.06604003450754853,391,0.3048960547453704,2020-09-02 06:29:25
5b0d1f529b,LP 658-2,White Dwarf (D) Star,12833,null,VII,7.407211,0.21875,0.01684570237239396,24579,1.2399496098148148,2020-08-15 01:13:28
9169702d28,Tollan,M (Red dwarf) Star,8598,M4,V,9.332001,0.335938,0.5118102544931704,2864,1.8366911751157406,2020-09-05 18:01:17
cf6d4be076,Dethall,T (Brown dwarf) Star,6948,T7,V,17.387299,0.082031,0.1438293371675054,845,0.7593906227662037,2020-09-06 02:27:45
65a39c8299,RR Caeli A,White Dwarf (DA) Star,4920,null,VII,12.011566,1.035156,0.0075683587347232205,12692,0.7524711959143519,2020-09-08 05:52:10
cfcaf17f74,RR Caeli B,K (Yellow-Orange) Star,4920,K9,Va,7.992661,0.460938,0.5555724514737599,3743,1.8625951425810183,2020-09-07 21:40:17
50971a9813,RR Caeli C,K (Yellow-Orange) Star,4920,K8,Va,7.457016,0.566406,0.6596068670021568,3886,2.8783534385069443,2020-09-07 21:40:17
9dc8b1633f,LHS 2065 A,M (Red dwarf) Star,5646,M2,V,8.558899,0.394531,0.5666808914450036,3252,1.967174318310185,2020-09-07 17:54:24
06b1bdb342,LHS 2065 B,L (Brown dwarf) Star,5646,L1,V,12.163071,0.171875,0.3294677440690151,1861,1.6269185675810187,2020-09-07 17:54:26
7a2021b7be,L 26-27 A,M (Red dwarf) Star,7208,M4,V,10.106598,0.363281,0.5364989791516894,3012,2.1445018037615737,2020-09-05 17:21:51
52bf41a694,L 26-27 B,T (Brown dwarf) Star,7208,T0,V,14.466263,0.101563,0.2525024069015097,1251,1.0268458352662038,2020-09-05 17:21:51
37f31065fb,CPD-28 332 A,F (White) Star,5390,F6,V,12.126633,1.164063,1.0932921696621136,6493,4.595602263159722,2020-09-08 16:51:35
60d2072707,CPD-28 332 B,M (Red dwarf) Star,5390,M3,Va,8.774857,0.394531,0.5761107922358015,3070,2.456152425983796,2020-09-08 16:51:35
a552cc7095,CPD-28 332 C,M (Red dwarf) Star,5390,M8,Va,11.051712,0.234375,0.3746337771387491,2254,1.8225697023032408,2020-09-08 16:51:35
9e3d7fd086,LAWD 26,White Dwarf (DA) Star,12828,null,VII,17.009445,1.105469,0.00601196297627606,4503,0.9795620105671295,2020-09-08 16:06:49
29cdfc21ec,Gliese 293 B,Wolf-Rayet Star,12576,null,I,-11.626495,1.179688,5.284362674335011,111153,22.23670962690972,2020-09-08 16:06:43
2e6beb5529,LHS 1875,K (Yellow-Orange) Star,12380,K4,V,6.988113,0.65625,0.7501830625449317,4490,2.5200040672106483,2020-09-06 18:11:39
30c5e0058b,Gliese 250 B,M (Red dwarf) Star,7766,M3,V,8.962646,0.359375,0.5354309015097053,3049,2.4686586309375,2020-09-06 18:11:39
7e8f47b033,LHS 397,M (Red dwarf) Star,10170,M5,V,10.534042,0.285156,0.4671630539180446,2689,1.6031505121296297,2020-09-08 13:08:49
d7b7061917,Core Sys Sector PI-T b3-7,M (Red dwarf) Star,6096,M1,Va,8.109894,0.417969,0.6128234191229331,3469,2.7793963860416664,2020-09-04 01:11:12
a6859f97c6,LFT 367 A,White Dwarf (DQ) Star,2900,null,VII,11.100433,1.207031,0.005767822429906542,17948,0.7115929921643519,2020-09-06 14:15:12
6fd225828e,LFT 367 B,K (Yellow-Orange) Star,2900,K1,Vab,6.046356,0.761719,0.7760924342199856,4957,2.644558860335648,2020-09-06 14:15:12
562c9310b3,Sanuku,L (Brown dwarf) Star,2454,L7,V,13.758301,0.117188,0.2564697167505392,1461,1.0703947177314816,2020-08-19 02:37:31
fdeb2320c1,Ross 730,M (Red dwarf) Star,10224,M5,V,11.226349,0.292969,0.4766845607476636,2755,1.7910785287037037,2020-09-07 22:47:19
cf93239bbb,Ross 731,M (Red dwarf) Star,11236,M8,V,11.157745,0.234375,0.40890501797268153,2299,1.524987090462963,2020-09-05 22:37:45
e5cd4f8bf9,Wolf 751,M (Red dwarf) Star,9148,M2,V,9.449997,0.398438,0.5626220675772825,3302,1.6253353196412037,2020-08-07 19:32:56
a37663b5c1,Gamma Pavonis,F (White) Star,1176,F8,V,4.487808,1.128906,1.0733031890726097,6286,4.669276624027778,2020-08-18 05:17:57
74ea406c36,Nanomam,K (Yellow-Orange) Star,9048,K2,Va,5.311432,0.925781,1.1268920316319195,4872,3.679662966689815,2020-09-03 13:51:35
860e6f52af,Tilian,M (Red dwarf) Star,11110,M6,V,10.287491,0.253906,0.42922973400431347,2510,1.6795859563194444,2020-08-27 17:10:44
005b16e2e7,LHS 6031 A,M (Red dwarf) Star,6878,M3,V,8.880447,0.375,0.5449523623292595,3080,2.506279293391204,2020-09-02 02:15:36
